DATAFLOW,LAST UPDATE,freq,indic_is,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,IT,2015,98.53,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,IT,2016,98.25,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,IT,2017,98.07,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,IT,2018,98.18,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,IT,2019,98.30,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,IT,2020,98.47,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,IT,2021,97.79,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2011,92.54,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2012,99.15,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2013,99.02,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2014,99.09,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2015,98.63,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2016,98.99,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2017,99.61,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2018,99.38,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2019,99.80,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2020,99.64,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LT,2021,99.30,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2011,74.75,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2012,72.91,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2013,73.98,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2014,96.99,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2015,98.26,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2016,99.73,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2017,99.81,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2018,99.87,b
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2019,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2020,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LU,2021,98.16,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2011,93.31,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2012,97.97,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2013,97.95,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2014,99.60,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2015,97.87,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2016,97.08,b
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2017,97.31,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2018,96.58,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2019,97.49,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2020,97.58,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,LV,2021,98.17,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2011,,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2012,99.65,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2013,99.50,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2014,99.12,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2015,99.45,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2016,99.21,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2017,91.25,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2018,98.60,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2019,98.48,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2020,98.91,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MK,2021,99.25,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2011,99.51,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2012,99.83,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2013,99.93,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2014,99.26,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2015,99.76,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2016,99.77,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2017,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2018,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2019,99.80,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2020,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,MT,2021,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2011,88.57,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2012,90.29,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2013,91.83,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2014,98.53,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2015,97.96,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2016,98.71,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2017,99.56,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2018,99.40,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2019,99.51,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2020,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NL,2021,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2011,87.11,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2012,92.57,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2013,93.15,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2014,94.41,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2015,94.30,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2016,99.08,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2017,97.10,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2018,98.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2019,99.04,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2020,99.80,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,NO,2021,99.67,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2011,91.72,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2012,95.04,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2013,95.67,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2014,95.14,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2015,93.69,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2016,94.11,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2017,94.82,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2018,94.23,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2019,96.02,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2020,99.10,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PL,2021,99.24,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2011,97.65,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2012,97.91,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2013,98.84,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2014,97.68,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2015,97.59,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2016,98.51,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2017,99.26,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2018,96.85,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2019,96.31,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2020,96.65,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,PT,2021,96.29,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2011,64.76,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2012,93.76,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2013,97.07,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2014,95.32,b
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2015,96.44,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2016,96.83,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2017,97.28,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2018,97.48,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2019,97.86,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2020,96.92,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RO,2021,99.39,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2011,,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2012,,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2013,,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2014,,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2015,93.73,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2016,,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2017,95.81,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2018,99.50,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2019,98.59,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2020,99.76,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,RS,2021,99.90,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2011,94.35,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2012,94.88,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2013,,u
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2014,96.60,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2015,91.12,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2016,94.48,b
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2017,98.25,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2018,97.80,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2019,98.73,b
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2020,96.87,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SE,2021,97.57,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2011,92.23,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2012,99.14,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2013,98.11,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2014,98.16,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2015,99.94,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2016,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2017,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2018,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2019,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2020,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SI,2021,100.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2011,78.17,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2012,95.52,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2013,90.08,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2014,97.53,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2015,97.63,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2016,97.06,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2017,97.03,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2018,97.71,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2019,97.77,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2020,98.72,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,SK,2021,99.97,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2011,,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2012,91.48,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2013,94.67,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2014,95.02,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2015,97.46,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2016,95.69,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2017,97.00,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2018,98.45,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2019,99.55,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2020,99.04,
ESTAT:ISOC_CI_IT_H(1.0),10/07/23 11:00:00,A,H_BROAD,PC_HH_IACC,TOTAL,TR,2021,99.98,
